availability,brand,condition,description,google_product_category,id,image_link,link,price,title
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/269_Deathdream_masthead.jpg Deathdream ",new,"When their son returns home after dying in war, a couple suspect he��s not human. Soon enough, Andy is thirsty for blood to keep his body from rotting - which naturally causes problems for him and his parents. Before moving on to mainstream fare, Bob Clark (A CHRISTMAS STORY) directed three well-regarded horror films (including BLACK CHRISTMAS) of which DEATHDREAM is the most powerful, marrying W.W. Jacob��s classic horror story ���The Monkey��s Paw�� with an important social message about the violence of the Vietnam war - and how veterans bring it home with them. ",839,269,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/269_Deathdream_masthead.jpg",,"4.99 USD",Deathdream
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_270_DeepRed_Thumbnail.jpg Deep Red ",new,"A psychic who can read minds picks up the thoughts of a murderer in the audience and soon becomes a victim. An English pianist gets involved in solving the murders, but finds many of his avenues of inquiry cut off by new murders, and he begins to wonder how the murderer can track his movements so closely.",839,270,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_270_DeepRed_Thumbnail.jpg",,"4.99 USD","Deep Red"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_282_TheReef_Thumbnail.jpg The Reef ",new,"A ferocious shark stalks a group of friends trying to swim to safety after a shipwreck. As the fiend with fins picks off each of the pals, the blue Australian water is turned into blood-red broth. Who will make it to shore in one piece ��� and who will wind up in ol�� Toothy��s stomach? You��ll have to watch to find out, but suffice it to say that this aquatic Australian horror film breathes new life into the frightful fish genre in an era when SHARKNADO is sadly more well-known than JAWS. The scariest thing about THE REEF? It��s all based on a true story...",839,282,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_282_TheReef_Thumbnail.jpg",,"4.99 USD","The Reef"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/283_Sisters_masthead.jpg Sisters ",new,"In this clever update of Brian De Palma's '70s thriller, a reporter investigates a brutal murder that leads her to a pair of twisted twins. Indie icon Chloe Sevigny (AMERICAN HORROR STORY) stars as the reporter while Stephen Rea (THE BUTCHER BOY) is the twins' controlling doctor. Though most would think of a De Palma film as being an untouchable source for a remake, director Douglas Buck (best known for the disturbing cult horror film FAMILY PORTRAITS: A TRILOGY OF AMERICA) takes the tale and makes it his own in skillfull and scary fashion.",839,283,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/283_Sisters_masthead.jpg",,"4.99 USD",Sisters
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/285_HarpoonWhaleWatchingMassacre_masthead.jpg Harpoon: Whale Watching Massacre ",new,"Stranded tourists on an Icelandic whale watching ship are rescued by a psychotic fisherman after their captain is killed in an accident. The sightseers�� savior offers to take them to shore, but instead strands them with his insane family who are determined to destroy them all. So begins the titular carnage, featuring enough gruesome kills to satisfy even the most bloodthirsty horror fan. Don��t miss the appearance by Icelandic horror icon Gunnar Hansen, whose most famous film, THE TEXAS CHAINSAW MASSACRE, was the clear inspiration for this darkly comic gorefest.",839,285,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/285_HarpoonWhaleWatchingMassacre_masthead.jpg",,"4.99 USD","Harpoon: Whale Watching Massacre"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_286_BasketCase_Thumbnail.jpg Basket Case ",new,"Siamese twins, separated at an early age, avenge their separation by killing the doctors responsible.",839,286,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_286_BasketCase_Thumbnail.jpg",,"4.99 USD","Basket Case"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/287_Blood_Feast_masthead.jpg Blood Feast ",new,"Herschell Gordon Lewis' shocking cult classic is considered the first gore movie. When a society woman decides to plan a soirase, she hires psychotic caterer Ramses, who decides to prepare a ""blood feast""�� using human body parts. As Ramses gathers ingredients, the police try to stop his evil deeds before it's too late. Though wonderfully campy by today's standards, nothing so graphic as BLOOD FEAST had been seen in 1963. Screenings sold out all over the US, and once Hollywood saw that violence and gore could make a buck, horror movies were never the same again.",839,287,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/287_Blood_Feast_masthead.jpg",,"4.99 USD","Blood Feast"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/288_CHUD_masthead.jpg C.H.U.D. ",new,"Beneath the streets of New York city, there are hundreds of miles of subterranean tunnels unfit for anything human, unauthorized for anything experimental and unlikely to come to the surface...until now. Something horrible is loose in the sewers of Manhattan, and the city's homeless population has begun to mutate into 'Cannibalistic Humanoid Underground Dwellers.' They are C.H.U.D. - hideous, hungry and headed for the streets! John Heard, Daniel Stern and Kim Greist star in this wildly original horror shocker, filmed on (and below) the streets of New York City where hundreds of tourists every year are still devoured by actual C.H.U.D.!",839,288,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/288_CHUD_masthead.jpg",,"4.99 USD",C.H.U.D.
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/290_Hellbound_Hellraiser_II_masthead.jpg Hellbound: Hellraiser II ",new,"In the sequel to HELLRAISER, an occult-obsessed doctor calls forth the Cenobites. After the events of the first film, Kirsty is brought to a psych ward where no one believes her story. No one, of course, except Dr. Channard, who resurrects Julia so she can take him to the Cenobites. But when the gates open, Kirsty's also drawn into the labyrinthine hellscape where horrors wait around every turn. Widely regarded as the best of the sequels, HELLBOUND's visually-stunning horror-fantasy hybrid cemented horror fans' love of the series""�� and the sadistic Pinhead.",839,290,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/290_Hellbound_Hellraiser_II_masthead.jpg",,"4.99 USD","Hellbound: Hellraiser II"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/291_Hellraiser_masthead.jpg Hellraiser ",new,"A puzzle box reveals a realm of sadistic monsters led by a being named Pinhead, who torture the depraved man who unlocks it. Escaping Pinhead's wrath, what remains of Frank hides out in his attic, until a chance encounter leads him to enlist his brother's wife Julia, with whom he had a passionate affair, to lure victims home so Frank can feed off their blood. Clive Barker's essential 80s classic offered audiences weary of slashers a thrilling new alternative: a sexually-charged horror-fantasy with a villain more terrifying""��and goth""��than Freddy or Jason.",839,291,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/291_Hellraiser_masthead.jpg",,"4.99 USD",Hellraiser
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_292_TheHillsHaveEyes_Thumbnail.jpg The Hills Have Eyes ",new,"In Wes Craven's cult horror hit, a family on vacation are attacked by mutant killers in the desert. After the success of LAST HOUSE ON THE LEFT, Craven served up another terrifying tale of family survival with a still-relevant Vietnam-era moral question at its core: which family deserves to live? The normal American family? Or the inbred cannibals damaged by nuclear testing designed to keep ""upstanding""�� families safe? Craven brilliantly played on our worst fears to make us think about how we treat those who are different from us. A must-see for Craven fans.",839,292,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_292_TheHillsHaveEyes_Thumbnail.jpg",,"4.99 USD","The Hills Have Eyes"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/294_Two_Thousand_Maniacs_masthead.jpg Two Thousand Maniacs ",new,"Psychotic Southerners torture six Northerners during a Civil War celebration in gore godfather Herschell Gordon Lewis' politically incorrect masterpiece. Lured to the centennial bash, the Yanks quickly realize they're to be subjected to macabre, blood-crazed fun and games. One's placed in a rolling barrel lined with nails, while another has her arm hacked off and barbecued! Will any of them live to see another day? Lewis' gleefully gross BRIGADOON-homage paved the way for the entire backwoods horror genre - from THE TEXAS CHAINSAW MASSACRE to WRONG TURN.",839,294,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/294_Two_Thousand_Maniacs_masthead.jpg",,"4.99 USD","Two Thousand Maniacs"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_295_House_thumbnail.jpg House ",new,"A horror novelist moves into a freaky haunted house after his aunt kills herself. Roger Cobb needs a quiet place to write his Vietnam memoir and forget about his young son's mysterious disappearance. But when ghosts and monsters intrude, Roger's got to work up the courage to fight back - and make peace with the past. Steve Miner's (FRIDAY THE 13TH 2 & 3) freaky fright flick mixes Looney Tunes aesthetics with gross-out gore. Fans of broad 80s horror-comedies like EVIL DEAD, RETURN OF THE LIVING DEAD and KILLER KLOWNS FROM OUTER SPACE are sure to love it.",839,295,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_295_House_thumbnail.jpg",,"4.99 USD",House
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_296_LovelyMolly_thumbnail.jpg Lovely Molly ",new,"A former addict begins to have strange episodes after moving into her childhood home in this relentlessly disturbing ghost story from BLAIR WITCH PROJECT director Eduardo Sanchez. But where that film relied on off-screen atmosphere to create dread, here Sanchez serves plenty of on-screen scares, resulting in a film that follows in the footsteps of graphic shockers like THE ENTITY. Richly exploring the parallels between psychosis, addiction and demonic possession, LOVELY MOLLY is a gripping look at how the traumas of the past come back to haunt us.",839,296,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_296_LovelyMolly_thumbnail.jpg",,"4.99 USD","Lovely Molly"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_297_Stuck_Thumbnail.jpg Stuck ",new,"A nurse (Mena Suvari) hits a homeless man (Stephen Rea) with her car, then, fearing repercussions, imprisons him in her garage while she figures out what to do. Horror honcho Stuart Gordon (RE-ANIMATOR) puts his Lovecraft-fixation aside to explore man's inhumanity to man (something especially relevant during an era when torture was being debated by our highest officials). The vicious and bloody third act - in which Nurse Brandi and her victim fight for survival - is a thing of true beauty. Believe it or not - it's all based on a true story.",839,297,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_297_Stuck_Thumbnail.jpg",,"4.99 USD",Stuck
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/298_The_Stuff_masthead.jpg The Stuff ",new,"Americans start acting strangely after eating an alien ice cream called ""The Stuff""�� in cult director Larry Cohen's (IT'S ALIVE) must-see consumer satire. After tasty goo begins oozing from the ground, a P.I. is hired to find out what's in it. His search leads him to a boy whose family turned into virtual zombies after eating The Stuff and together the pair set out to stop the deadly dessert dish - before it's too late. If Roger Corman remade THEY LIVE, it might look something like this silly and, yes, scary treat. Serve yourself some fro-yo and push play.",839,298,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/298_The_Stuff_masthead.jpg",,"4.99 USD","The Stuff"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/300_The_Colony_masthead.jpg The Colony ",new,"In an icy post-apocalyptic future, a gang of cannibals attack a group of survivors and put the future of the human race in danger. Laurence Fishburne (THE MATRIX) and Bill Paxton (ALIENS) live in one of the last remaining colonies in the wintery world. But when a distress signal sends them to a nearby colony, they learn they've been lured there for the cannibal gang's supper. Now it's a race against time and the elements to ensure mankind's survival. Jeff Renfroe's gripping sci-fi horror should appeal to fans of the ALIEN films, PITCH BLACK and SNOWPIERCER.",839,300,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/300_The_Colony_masthead.jpg",,"4.99 USD","The Colony"
